,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0,0.0033729459039821496,-0.060909290687236696,0.044369806451142225,-0.0773333944878296,-0.12020048545205853,0.04915178067525434,-0.09281499424824889,-0.1290231911308668,0.2086632870449507,-0.09260901793064559,-0.14523923156857935,-0.026267222356190188,-0.13717878137755882,0.06608574165892024,0.0401084755566282,-0.022271358125578667,0.025764240988432992,-0.04034996218426143,-0.028921241287251796,0.015069198079689945
1,0.0005332300319806898,-0.0500677529478209,0.03643292720037499,-0.06397324056197444,-0.09596587658476491,0.043278138881642246,-0.07450605933496474,-0.10547256365884647,0.16550378762346715,-0.08068934148243419,-0.1036238465305124,-0.02915939054059271,-0.11921508597197633,0.054649049208593585,0.029232264447526232,-0.023477570274683685,0.017928578787977628,-0.021795888407707194,-0.010216507695171202,0.002566893997386627
2,0.0029777437842876038,-0.057663858409216236,0.04147191547773669,-0.07186964332228651,-0.10992256747139456,0.04550583176629575,-0.08263483968706783,-0.11413934481496268,0.180684625228814,-0.08277731378363579,-0.11921535792346513,-0.02255265635709455,-0.11882027017511207,0.05382288868854572,0.028845472586692754,-0.03151721583535294,0.02116778822143291,-0.028581829315151425,-0.016545772708753844,0.007315693529867952
3,-0.0024878698653095065,-0.03879776682088007,0.028394206883405066,-0.0506235834480944,-0.07212567367059874,0.03752513509266131,-0.05701817068029898,-0.08273230586912506,0.12356630984929869,-0.06737631814428385,-0.06313945022193615,-0.025681410422310317,-0.09203174774571281,0.036563181489243216,0.012068484990366403,-0.03860291237062781,0.01285051418084352,-0.0029971054464736522,0.011557410844445837,-0.011878842701273994
4,0.0019929180395851687,-0.05481563292759498,0.0396610160793924,-0.0691280599152768,-0.10514110921262866,0.04494130419182891,-0.08024273921602709,-0.11190310373082542,0.17675561484167446,-0.08262010883773724,-0.11427986157331105,-0.02794272981391426,-0.12158573144226877,0.05713400782719008,0.03257368596834705,-0.01949222376127782,0.01945130708855007,-0.027294766198758,-0.017452301014753056,0.007843929418086138
5,0.0024587391197934843,-0.05491339534711785,0.03926079526854195,-0.06789546666760259,-0.10260310479389347,0.04307972865165494,-0.07568693022493633,-0.10363744000715976,0.15986940503616653,-0.07444629922342925,-0.0969970301560047,-0.01997491626154801,-0.09944488549399909,0.04202488844067675,0.01874691887492314,-0.035732371431318764,0.016111472154307232,-0.015127819445049838,-0.0019491403517376865,-0.002442769948779132
6,0.012173622481672981,-0.08737060102288419,0.061581541459624974,-0.10384628787195067,-0.16667573556113627,0.05542555445106791,-0.11699892610467832,-0.15121533054912017,0.24352304788308757,-0.09097503755666093,-0.1755107931962362,-0.007985114911415266,-0.11593945743977412,0.055517071630452615,0.03569909971737959,-0.0265711635760579,0.025791836967243804,-0.046050731388049784,-0.03619753794219739,0.02158017485857108
7,0.0018178823961648993,-0.05213994364480067,0.037162185408658205,-0.06427673805526857,-0.09604721343118677,0.04125453230216655,-0.0703660343814289,-0.09641093922620013,0.14651163484983332,-0.07001900220815113,-0.08431494830761915,-0.0198557019018654,-0.09160359347663065,0.0374472398904868,0.014945961285305367,-0.035655216580729746,0.013376470606242679,-0.009258624329714351,0.003913657616319912,-0.0063693588522627095
8,0.015617794895509875,-0.09977870366096955,0.07030755492105384,-0.11817919043919627,-0.1921743802357927,0.06117450635881914,-0.134709930484546,-0.17304844288388424,0.2821329440476768,-0.10138763968492571,-0.20891263546846445,-0.013444324446272807,-0.13443689649202226,0.07034704015826741,0.05157651175376097,-0.0017741108880279367,0.02638670641960223,-0.056093661049165494,-0.048710438735296714,0.029066959893905335
9,0.020345304929646185,-0.11338739756100819,0.07895074688308888,-0.13122900048234945,-0.21492074474185563,0.06362706507442648,-0.14536863532897554,-0.1814712494064651,0.2944379609318384,-0.09808323521773728,-0.21967621011513608,-0.002896281755565009,-0.12040953028070446,0.06278995480306274,0.04698606020699084,-0.009769530982938392,0.02834982529946358,-0.05976420461310715,-0.052616020932210746,0.03275518687368919
