,Unnamed: 0,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
0,0,0.0033729459039821,-0.0609092906872366,0.0443698064511422,-0.0773333944878296,-0.1202004854520585,0.0491517806752543,-0.0928149942482488,-0.1290231911308668,0.2086632870449507,-0.0926090179306455,-0.1452392315685793,-0.0262672223561901,-0.1371787813775588,0.0660857416589202,0.0401084755566282,-0.0222713581255786,0.0257642409884329,-0.0403499621842614,-0.0289212412872517,0.0150691980796899,4
1,1,0.0005332300319806,-0.0500677529478209,0.0364329272003749,-0.0639732405619744,-0.0959658765847649,0.0432781388816422,-0.0745060593349647,-0.1054725636588464,0.1655037876234671,-0.0806893414824341,-0.1036238465305124,-0.0291593905405927,-0.1192150859719763,0.0546490492085935,0.0292322644475262,-0.0234775702746836,0.0179285787879776,-0.0217958884077071,-0.0102165076951712,0.0025668939973866,4
2,2,0.0029777437842876,-0.0576638584092162,0.0414719154777366,-0.0718696433222865,-0.1099225674713945,0.0455058317662957,-0.0826348396870678,-0.1141393448149626,0.180684625228814,-0.0827773137836357,-0.1192153579234651,-0.0225526563570945,-0.118820270175112,0.0538228886885457,0.0288454725866927,-0.0315172158353529,0.0211677882214329,-0.0285818293151514,-0.0165457727087538,0.0073156935298679,4
3,3,-0.0024878698653095,-0.03879776682088,0.028394206883405,-0.0506235834480944,-0.0721256736705987,0.0375251350926613,-0.0570181706802989,-0.082732305869125,0.1235663098492986,-0.0673763181442838,-0.0631394502219361,-0.0256814104223103,-0.0920317477457128,0.0365631814892432,0.0120684849903664,-0.0386029123706278,0.0128505141808435,-0.0029971054464736,0.0115574108444458,-0.0118788427012739,4
4,4,0.0019929180395851,-0.0548156329275949,0.0396610160793924,-0.0691280599152768,-0.1051411092126286,0.0449413041918289,-0.080242739216027,-0.1119031037308254,0.1767556148416744,-0.0826201088377372,-0.114279861573311,-0.0279427298139142,-0.1215857314422687,0.05713400782719,0.032573685968347,-0.0194922237612778,0.01945130708855,-0.027294766198758,-0.017452301014753,0.0078439294180861,4
5,5,0.0024587391197934,-0.0549133953471178,0.0392607952685419,-0.0678954666676025,-0.1026031047938934,0.0430797286516549,-0.0756869302249363,-0.1036374400071597,0.1598694050361665,-0.0744462992234292,-0.0969970301560047,-0.019974916261548,-0.099444885493999,0.0420248884406767,0.0187469188749231,-0.0357323714313187,0.0161114721543072,-0.0151278194450498,-0.0019491403517376,-0.0024427699487791,4
6,6,0.0121736224816729,-0.0873706010228841,0.0615815414596249,-0.1038462878719506,-0.1666757355611362,0.0554255544510679,-0.1169989261046783,-0.1512153305491201,0.2435230478830875,-0.0909750375566609,-0.1755107931962362,-0.0079851149114152,-0.1159394574397741,0.0555170716304526,0.0356990997173795,-0.0265711635760579,0.0257918369672438,-0.0460507313880497,-0.0361975379421973,0.021580174858571,4
7,7,0.0018178823961648,-0.0521399436448006,0.0371621854086582,-0.0642767380552685,-0.0960472134311867,0.0412545323021665,-0.0703660343814289,-0.0964109392262001,0.1465116348498333,-0.0700190022081511,-0.0843149483076191,-0.0198557019018654,-0.0916035934766306,0.0374472398904868,0.0149459612853053,-0.0356552165807297,0.0133764706062426,-0.0092586243297143,0.0039136576163199,-0.0063693588522627,4
8,8,0.0156177948955098,-0.0997787036609695,0.0703075549210538,-0.1181791904391962,-0.1921743802357927,0.0611745063588191,-0.134709930484546,-0.1730484428838842,0.2821329440476768,-0.1013876396849257,-0.2089126354684644,-0.0134443244462728,-0.1344368964920222,0.0703470401582674,0.0515765117537609,-0.0017741108880279,0.0263867064196022,-0.0560936610491654,-0.0487104387352967,0.0290669598939053,4
9,9,0.0203453049296461,-0.1133873975610081,0.0789507468830888,-0.1312290004823494,-0.2149207447418556,0.0636270650744264,-0.1453686353289755,-0.1814712494064651,0.2944379609318384,-0.0980832352177372,-0.219676210115136,-0.002896281755565,-0.1204095302807044,0.0627899548030627,0.0469860602069908,-0.0097695309829383,0.0283498252994635,-0.0597642046131071,-0.0526160209322107,0.0327551868736891,4
10,10,0.0154348711969807,-0.0978868592106309,0.0685602570897636,-0.1148502120910676,-0.1859062590363677,0.0589420807538858,-0.1285786165636142,-0.1642700598203826,0.2660163672767878,-0.0959562102217006,-0.1945108372179052,-0.012662057692182,-0.1258574443971694,0.0650553888401378,0.047017375792922,-0.0032572403967624,0.0235098563978875,-0.0502044540573286,-0.043004089530922,0.0254521983985796,4
11,11,0.0133833460758083,-0.090489166362534,0.0633559346911225,-0.1062954153745146,-0.1706769510513152,0.0554713339790926,-0.1178543456652021,-0.1507987309438175,0.2416940207148059,-0.0890325713705294,-0.1719012873835563,-0.013366512939059,-0.1156758886199494,0.0587183919391782,0.0410241684746428,-0.0062719352286192,0.0215415021504626,-0.0433144783081486,-0.0364574858997987,0.0213365315421755,4
12,12,0.0151496138525415,-0.0952216193150393,0.0662260142235118,-0.110457306560182,-0.1778289149025029,0.0558582464619893,-0.1204748927558945,-0.1520340425012064,0.2430220609211132,-0.0867430947907746,-0.1733498803121441,-0.0124768854011612,-0.1110746495464161,0.0582155386022013,0.0430241029488102,0.003512714316406,0.0197433418639816,-0.0448899781556056,-0.0413203092894669,0.0254776347177148,4
13,13,0.0022599670097216,-0.0537518142038462,0.0383001376462853,-0.0661849801889415,-0.0995002894184752,0.0422096675062292,-0.0733417315089826,-0.1008697214825675,0.1555435781417291,-0.0737536589177714,-0.0931004352762027,-0.0313424277013784,-0.1085760723694987,0.052391708063475,0.0307075115569987,-0.0064548197915342,0.0139112529018253,-0.0180849939301164,-0.0093799480454696,0.0020847207688698,4
14,14,0.0213200284286485,-0.1139445458185257,0.0783783706046459,-0.1291981919584602,-0.2105351420369275,0.0605561316169693,-0.1378219428317041,-0.168728321723061,0.2698399133083718,-0.0878129528034143,-0.196531924383229,-0.0016046066827686,-0.1026885407550885,0.0535982391578193,0.0408040177052275,-0.0038281788628668,0.0215836586531609,-0.0496221541249408,-0.0451521127607949,0.0285810347839587,4
15,15,0.023194797363517,-0.118541008650375,0.080983546374212,-0.1327376391158941,-0.2164572275830552,0.0603016911879332,-0.1387986593632781,-0.1672355331919072,0.2657039996081339,-0.083160657388534,-0.1927381040961328,0.0059094615514953,-0.0899673687414155,0.0447740721233546,0.0326789719534486,-0.0186869356797404,0.0226669138011731,-0.0469649945609232,-0.0396603905714782,0.0248622239565107,4
16,16,0.0127669604018098,-0.0858482026205135,0.0592193969453356,-0.0985678371641809,-0.1561297923875263,0.0506500287591706,-0.1041805233946616,-0.1315924316272761,0.2062114898846255,-0.0777391882690913,-0.1386352818862767,-0.014282019471665,-0.0993495434786274,0.0484716369632007,0.031372392661202,-0.0105458855406332,0.0161024557023682,-0.0289099766511832,-0.0204554697720727,0.0103664675158138,4
17,17,0.0188244619077093,-0.1060755439239374,0.0731026187380535,-0.1209139607246371,-0.1959082791529931,0.0583484930483209,-0.1298311815886534,-0.1612198331222009,0.2582837526633212,-0.0883964427680121,-0.1866966076432285,-0.0132731279993629,-0.1160939633815899,0.0633875737413046,0.0489977689907286,0.0104243300801411,0.0226897662999642,-0.0523843818734614,-0.0500522406958877,0.0314042629046526,4
18,18,0.00869454068374,-0.0722548507526843,0.0499280299966394,-0.0836559198610107,-0.1296960064530138,0.0455811086156942,-0.0874420380331029,-0.112557735108019,0.1733541482754464,-0.0716095493305293,-0.109650630490798,-0.0175714223459442,-0.0977078525985339,0.0447529214529071,0.0241559089332943,-0.0284619184891442,0.0204708543827208,-0.0260984636254848,-0.0153497562926977,0.0070606133365479,4
